,cost,name,damage,text,id
2310,['2'],Blustery Wind,120,You may discard a Stadium card in play.,68af83eac4f780b5153e70ce
2311,['2'],Wing Attack,40,,68af83eac4f780b5153e70d1
2312,['1'],Gust,20,,68af83eac4f780b5153e70d4
2313,['2'],Outrage,60+,This attack does 10 more damage for each damage counter on this Pokémon.,68af83eac4f780b5153e70d7
2314,['1'],Glide,30,,68af83eac4f780b5153e70da
2315,"['W', 'M']",Soothing Lullaby,110,"Your opponent’s Active Pokémon is now Asleep. During Pokémon Checkup, your opponent flips 2 coins instead of 1. If either of them is tails, that Pokémon is still Asleep.",68af83eac4f780b5153e70da
2316,['1'],Wing Attack,70,,68af83eac4f780b5153e70dd
2317,"['W', 'L']",Mighty Meteor,140,Flip 2 coins. This attack does 70 damage for each heads.,68af83eac4f780b5153e70dd
2318,['1'],Ram,30,,68af83eac4f780b5153e70e0
2319,"['W', 'L']",Dragon Tail,70x,Flip 2 coins. This attack does 70 damage for each heads.,68af83eac4f780b5153e70e0
2320,['1'],Tail Snap,20,,68af83eac4f780b5153e70e3
2321,"['1', 'M', 'M']",Wild Drift,170,"During your opponent's next turn, this Pokemon takes 30 less damage from attacks (After applying Weakness and Resistance).",68af83eac4f780b5153e70e6
2322,"['1', 'M']",Suffocating Gas,30,,68af83eac4f780b5153e70e9
2323,['M'],Spinning Draw,10,Draw a card.,68af83eac4f780b5153e70ec
2324,['4'],Full Metal Knuckle,90,This attack does 30 more damage for each [M] Energy attached to this Pokemon.,68af83eac4f780b5153e70ef
2325,['M'],Melt,20,,68af83eac4f780b5153e70f2
2326,"['1', 'M']",Rolling Tackle,50,,68af83ebc4f780b5153e70f5
2327,"['2', 'M']",Massive Rend,140,,68af83ebc4f780b5153e70f8
2328,['M'],Metal Claw,20,,68af83ebc4f780b5153e70fb
2329,"['1', 'M']",Fury Cutter,50+,"Flip 3 coins. If 1 of them is heads, this attack does 20 more damage. If 2 of them are heads, this attack does 60 more damage. If all of them are heads, this attack does 120 more damage.",68af83ebc4f780b5153e70fb
2330,['M'],Triple Cutter,10x,Flip 3 coins. This attack does 10 damage for each heads.,68af83ebc4f780b5153e70fe
2331,['M'],Pierce,60,,68af83ebc4f780b5153e7101
2332,"['1', 'M']",Triple Nose:,40x,Flip 3 coins. This attack does 40 damage for each heads.,68af83ebc4f780b5153e7104
2333,"['1', 'M', 'M']",Iron Buster,160,"During your next turn, this Pokémon can’t attack.",68af83ebc4f780b5153e7104
2334,['M'],Oracle Press,20,"Prevent all effects of your opponent’s attacks, except damage, done to this Pokemon during your opponent’s next turn.",68af83ebc4f780b5153e7107
2335,"['M', 'M']",Extrasensory,70+,"If you have the same number of cards in your hand as your opponent, this attack does 90 more damage.",68af83ebc4f780b5153e7107
2336,"['M', 'M']",Speed Dive,30,,68af83ebc4f780b5153e710a
2337,"['2', 'M']",Sharp Fang,90,,68af83ebc4f780b5153e710d
2338,['1'],Peck,20,,68af83ebc4f780b5153e7110
2339,"['1', 'M', 'M']",Steel Slash,120,"During your next turn, this Pokemon can’t use Steel Slash.",68af83ebc4f780b5153e7110
2340,['M'],Punishing Scissors,10+,This attack does 50 more damage for each of your opponent's Pokémon in play that has an Ability.,68af83ebc4f780b5153e7113
2341,"['M', 'M']",Cut,70,,68af83ebc4f780b5153e7113
2342,['D'],Suffocating Gas,40,,68af83ebc4f780b5153e7116
2343,"['1', 'D']",Gentle Slap,70,,68af83ebc4f780b5153e7116
2344,['D'],Suffocating Gas,10,,68af83ebc4f780b5153e7119
2345,"['1', 'D']",Scratch,30,,68af83ebc4f780b5153e7119
2346,"['2', 'D']",Hypnotic Ray,90,Your opponent’s Active Pokémon is now Asleep.,68af83ebc4f780b5153e711c
2347,"['1', 'D']",Hug,30,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",68af83ebc4f780b5153e711f
2348,['D'],Dark Slumber,20,Your opponent’s Active Pokémon is now Asleep.,68af83ebc4f780b5153e7122
2349,"['1', 'D', 'D']",Night Cyclone,120,Move all Energy from this Pokémon to your Benched Pokémon in any way you like.,68af83ebc4f780b5153e7122
2350,"['1', 'D', 'D']",Cursed Slug,100+,"If your opponent has 3 or fewer cards in their hand, this attack does 120 more damage.",68af83ebc4f780b5153e7125
2351,"['D', 'D']",Wicked Claws,90,"If the Defending Pokemon is a Basic Pokemon, it can’t attack during your opponent’s next turn.",68af83ebc4f780b5153e7128
2352,"['D', 'D', 'D']",Hound's Fang,220,This Pokemon does 30 damage to itself.,68af83ebc4f780b5153e7128
2353,"['1', 'D']",Resolute Assault,50+,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 70 more damage.",68af83ebc4f780b5153e712b
2354,"['2', 'D']",Shadow Slash,130,Discard an Energy from this Pokémon.,68af83ebc4f780b5153e712b
2355,['D'],Bite,10,,68af83ebc4f780b5153e712e
2356,"['D', 'D', 'D']",Darkness Fang,70,,68af83ebc4f780b5153e712e
2357,"['1', 'D']",Focus Fang,30,"Flip a coin. If tails, this attack does nothing.",68af83ebc4f780b5153e7131
2358,"['2', 'D']",Pitch-Black Blade,140,"During your next turn, this Pokémon can’t attack.",68af83ebc4f780b5153e7134
2359,"['2', 'D']",Venoshock,80+,"If your opponent’s Active Pokémon is Poisoned, this attack does 120 more damage.",68af83ebc4f780b5153e7137
2360,['D'],Poison Ring,20,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, the Defending Pokémon can’t retreat.",68af83ebc4f780b5153e713a
2361,"['2', 'D']",Mud Hammer,100,Discard the top card of your opponent’s deck.,68af83ebc4f780b5153e713a
2362,"['1', 'D']",Flop,30,,68af83ebc4f780b5153e713d
2363,"['R', 'R']",Burning Darkness,180+,This attack does 30 more damage for each Prize card your opponent has taken.,68af83ecc4f780b5153e7143
2364,['F'],Splitting Beam,20,This attack does 20 damage to 2 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.),68af83ecc4f780b5153e7146
2365,"['1', 'F', 'F']",Gaia Press,230,This Pokemon does 30 damage to itself.,68af83ecc4f780b5153e7146
2366,"['F', 'F']",Poisonous Gem,140,Your opponent's Active Pokémon is now Poisoned.,68af83ecc4f780b5153e7149
2367,"['F', 'F']",Poison Shard,20,Your opponent’s Active Pokémon is now Poisoned.,68af83ecc4f780b5153e714c
2368,['F'],Hang Down,10,,68af83ecc4f780b5153e714f
2369,"['2', 'F']",Falling Press,100+,"Flip a coin. If heads, this attack does 80 more damage.",68af83ecc4f780b5153e7152
2370,['2'],Beat,40,,68af83ecc4f780b5153e7155
2371,"['2', 'F']",Double Whip,100x,Flip 2 coins. This attack does 100 damage for each heads.,68af83ecc4f780b5153e7155
2372,['F'],Smash Kick,10,,68af83ecc4f780b5153e7158
2373,['2'],Mud-Slap,20,,68af83ecc4f780b5153e7158
2374,['F'],Finishing Fang,90,"If your opponent’s Active Pokémon has no damage counters on it before this attack does damage, this attack does nothing.",68af83ecc4f780b5153e715b
2375,"['2', 'F']",Slashing Claw,100,,68af83ecc4f780b5153e715b
2376,['F'],Bite,20,,68af83ecc4f780b5153e715e
2377,"['1', 'F']",Confront,50,,68af83ecc4f780b5153e7161
2378,"['1', 'F', 'F']",Knuckle Impact,170,"During your next turn, this Pokemon can’t attack.",68af83ecc4f780b5153e7161
2379,"['1', 'F']",Knuckle Punch,30,,68af83ecc4f780b5153e7164
2380,"['1', 'F', 'F']",Magnum Punch,60,,68af83ecc4f780b5153e7164
2381,['2'],Mud-Slap,50,,68af83ecc4f780b5153e7167
2382,"['1', 'F', 'F']",Knocking Hammer,120,Discard the top card of your opponent’s deck.,68af83ecc4f780b5153e7167
2383,['F'],Rumble,30,The Defending Pokémon can’t retreat during your opponent’s next turn.,68af83ecc4f780b5153e716a
2384,['1'],Rising Lunge,10+,"Flip a coin. If heads, this attack does 10 more damage.",68af83ecc4f780b5153e716d
2385,['0'],Blubbering,10,Your opponent’s Active Pokémon is now Confused.,68af83ecc4f780b5153e7170
2386,"['2', 'F', 'F']",Land Crush,140,,68af83ecc4f780b5153e7173
2387,['F'],[1] Mud-Slap,20,,68af83ecc4f780b5153e7176
2388,['2'],Rolling Tackle,30,,68af83ecc4f780b5153e7179
2389,['F'],Rock Throw,20,,68af83ecc4f780b5153e717c
2390,"['F', 'F']",Blasting Tackle,60,This attack does 20 damage to 1 of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),68af83ecc4f780b5153e717c
2391,['F'],Corkscrew Punch,10,,68af83ecc4f780b5153e717f
2392,"['F', 'F']",Confront,30,,68af83ecc4f780b5153e717f
2393,['F'],Dig,50,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokemon.",68af83edc4f780b5153e7182
2394,['F'],Hole-Diggin' Noggin,30,Discard the top card of your deck.,68af83edc4f780b5153e7185
2395,['P'],Big Bite,30,"During your opponent’s next turn, the Defending Pokemon can’t retreat.",68af83edc4f780b5153e7188
2396,['P'],[2] Last Respects,160+,This attack does 10 more damage for each [P] Pokemon in your discard pile.,68af83edc4f780b5153e7188
2397,['2'],Rear Kick,30,,68af83edc4f780b5153e718b
2398,['P'],[2] Struggle to the Death,80+,"If your opponent has exactly 2 or 4 Prize cards remaining, this attack does 120 more damage.",68af83edc4f780b5153e718b
2399,['3'],Play Rough,30+,"Flip a coin. If heads, this attack does 30 more damage.",68af83edc4f780b5153e718e
2400,['P'],Gnaw,10,,68af83edc4f780b5153e7191
2401,['P'],[1] Spooky Shot,20,,68af83edc4f780b5153e7191
2402,['P'],Chilled Tea,10,"Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.",68af83edc4f780b5153e7197
2403,['G'],[G][G] Phantom Queen,200,Put 3 damage counters on each of your opponent’s Benched Pokémon that has any damage counters on it.,68af83edc4f780b5153e719a
2404,['P'],Mind Bend,30,Your opponent’s Active Pokémon is now Confused.,68af83edc4f780b5153e719d
2405,['P'],Rapid Spin,10,"Switch this Pokémon with 1 of your Benched Pokémon. If you do, your opponent switches their Active Pokémon with 1 of their Benched Pokémon.",68af83edc4f780b5153e71a0
2406,['P'],[1] Solar Beam,50,,68af83edc4f780b5153e71a3
2407,['P'],[2] Moon Press,100,,68af83edc4f780b5153e71a6
2408,['P'],[2] Zen Headbutt,100,,68af83edc4f780b5153e71a9
2409,['P'],Splash,10,,68af83edc4f780b5153e71ac
2410,['2'],Ram,20,,68af83edc4f780b5153e71ac
2411,['P'],Mischievous Crunch,30x,This attack does 30 damage for each [P] Energy attached to this Pokémon.,68af83edc4f780b5153e71af
2412,['P'],[1] Confront,50,,68af83edc4f780b5153e71b2
2413,['P'],[P][1] Wild Tackle,160,This Pokémon does 30 damage to itself.,68af83edc4f780b5153e71b2
2414,['P'],Gnaw,10,,68af83edc4f780b5153e71b5
2415,['P'],[1] Double-Edge,30,This Pokémon also does 10 damage to itself.,68af83edc4f780b5153e71b5
2416,['P'],[1] Psy Bolt,60,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",68af83edc4f780b5153e71b8
2417,['2'],Power Cyclone,110,Move an Energy from this Pokémon to 1 of your Benched Pokémon.,68af83edc4f780b5153e71bb
2418,['2'],Speed Dive,40,,68af83edc4f780b5153e71be
2419,['2'],Rolling Tackle,20,,68af83edc4f780b5153e71c1
2420,['P'],[P][P] Wondrous Moon,170,You may move any amount of [P] Energy from your Pokemon to your other Pokemon in any way you like.,68af83edc4f780b5153e71c4
2421,['P'],[P] Slap Slap,30x,Flip 2 coins. This attack does 30 damage for each heads.,68af83edc4f780b5153e71c7
2422,['L'],Rapid Draw,20,Draw 2 cards.,68af83edc4f780b5153e71cd
2423,['L'],[L][L] Techno Turbo,150,Attach 1 Basic [L] Energy from your discard pile to 1 of your Benched Pokemon.,68af83edc4f780b5153e71cd
2424,"['L', '2']",Thunder Edge,100,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,68af83eec4f780b5153e71d0
2425,['L'],[C] Electrobullet,70,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),68af83eec4f780b5153e71d3
2426,['L'],Shake and Discharge,20,This attack does 10 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),68af83eec4f780b5153e71d6
2427,"['L', '1']",Thunder Jolt,40,This Pokémon also does 10 damage to itself.,68af83eec4f780b5153e71d9
2428,"['L', '2']",Lightning Ball,30,,68af83eec4f780b5153e71dc
2429,['L'],Zap Kick,60,,68af83eec4f780b5153e71df
2430,['L'],"[L] Levin Strike: 
 Discard 2 L Energy from this Pokemon. If you do, this attack does 220 damage to 1 of your opponent’s Pokemon.",Don’t apply Weakness and Resistance for Benched Pokemon.,,68af83eec4f780b5153e71df
2431,"['L', '1']",Loud Mix,50+,This attack does 30 more damage for each different type of Pokémon on your Bench.,68af83eec4f780b5153e71e2
2432,['L'],Slight Intrusion:,30,This Pokémon does 10 damage to itself.,68af83eec4f780b5153e71e5
2433,['L'],[L] Gigantic Bolt,140,This Pokémon also does 90 damage to itself.,68af83eec4f780b5153e71e8
2434,"['L', '2']",Head Bolt,130,,68af83eec4f780b5153e71eb
2435,['L'],Volt Wave,20,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",68af83eec4f780b5153e71ee
2436,"['L', '2']",Electric Ball,60,,68af83eec4f780b5153e71ee
2437,['L'],Static Shock,10,,68af83eec4f780b5153e71f1
2438,"['L', '1']",Tiny Bolt,30,,68af83eec4f780b5153e71f1
2439,['F'],Mountain Hurl,120,Discard the top 2 cards of your deck.,68af83eec4f780b5153e71f4
2440,['F'],[F] Lightning Rampage,150+,"If any of your Benched Pokemon have damage counters on them, this attack does 100 more damage.",68af83eec4f780b5153e71f4
2441,['L'],Magnetic Repulsion,50,You may have your opponent switch their Active Pokémon with 1 of their Benched Pokémon.,68af83eec4f780b5153e71f7
2442,"['L', '2']",Thunder,180,This Pokémon also does 30 damage to itself.,68af83eec4f780b5153e71f7
2443,['L'],Tackle,30,,68af83eec4f780b5153e71fa
2444,"['L', '2']",Electro Ball,60,,68af83eec4f780b5153e71fa
2445,['L'],Ram,10,,68af83eec4f780b5153e71fd
2446,['2'],Speed Ball,20,,68af83eec4f780b5153e71fd
2447,['W'],Jet Punch,30,This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness or Resistance for Benched Pokemon).,68af83eec4f780b5153e7200
2448,['W'],[W] Justice Kick,210,"If this Pokemon didn’t move from the Bench to the Active Spot during this turn, this attack does nothing.",68af83eec4f780b5153e7200
2449,['W'],[W] Tail Smack,30,,68af83eec4f780b5153e7203
2450,['W'],Razor Fin,10,,68af83eec4f780b5153e7206
2451,['W'],Entwining Entrapment,50,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",68af83eec4f780b5153e7209
2452,['W'],Rain Splash,10,,68af83eec4f780b5153e720c
2453,['W'],[W] Strafe,40,You may switch this Pokemon with 1 of your Benched Pokemon.,68af83eec4f780b5153e720f
2454,['W'],Try Bouncing,30,"Flip a coin. If tails, this attack does nothing.",68af83eec4f780b5153e7212
2455,['1'],Fast Freeze,30,"If you go second and it’s your first turn, your opponent’s Active Pokémon is now Paralyzed.",68af83eec4f780b5153e7215
2456,['W'],Icicle Punch,30,,68af83eec4f780b5153e7218
2457,['W'],[W][1] Frost Purge,170,"Flip a coin. If tails, discard all Energy from this Pokémon.",68af83eec4f780b5153e7218
2458,['W'],Smash Kick,10,,68af83eec4f780b5153e721b
2459,['W'],[1] Trip Over,20+,"Flip a coin. If heads, this attack does 20 more damage.",68af83eec4f780b5153e721b
2460,['W'],[W] Echoed Voice,120,"During your next turn, this Pokémon’s Echoed Voice attack does 100 more damage (before applying Weakness and Resistance).",68af83eec4f780b5153e721e
2461,['W'],[W] Rain Splash,50,,68af83efc4f780b5153e7221
2462,['W'],Screw Tail,10,"Flip a coin. If heads, discard an Energy from your opponent’s Active Pokémon",68af83efc4f780b5153e7224
2463,['W'],[1] Waterfall,60,,68af83efc4f780b5153e7227
2464,['1'],Quick Attack,10,"Flip a coin. If heads, this attack does 10 more damage.",68af83efc4f780b5153e722a
2465,['W'],Aqua Impact,10,This attack does 30 more damage for each [#] in your opponent’s Active Pokémon’s Retreat Cost.,68af83efc4f780b5153e722d
2466,['W'],[W] Jet Headbutt,60,,68af83efc4f780b5153e722d
2467,['W'],Sharp Fang,20,,68af83efc4f780b5153e7230
2468,['2'],"Hail 
 This attack does 10 damage to each of your opponent’s Pokemon",don’t apply Weakness or Resistance for Benched Pokemon,.,68af83efc4f780b5153e7233
2469,"['W', 'W', '1']",Freezing Wind,100,,68af83efc4f780b5153e7233
2470,"['1', 'R']",Steam Qrtilleru,70,,68af83efc4f780b5153e7236
2471,['1'],Light Punch,10,,68af83efc4f780b5153e7239
2472,"['R', '1']",Combustion,20,,68af83efc4f780b5153e7239
2473,['W'],[W][W] Scalding Block,160,Discard an Energy from this Pokemon. The Defending Pokemon can’t attack during your opponent’s next turn.,68af83efc4f780b5153e723c
2474,['R'],Flame Cloak,30,Attach a [R] Energy card from your discard pile to this Pokemon.,68af83efc4f780b5153e723f
2475,"['R', 'R', '1']",Heat Blast,130,,68af83efc4f780b5153e723f
2476,['R'],Flare,10,,68af83efc4f780b5153e7242
2477,['R'],[R] Energy Burner,30+,This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.,68af83efc4f780b5153e7245
2478,['R'],Combustion Burning,10+,This attack does 50 more damage for each Energy attached to your opponent’s Active Pokemon.,68af83efc4f780b5153e7248
2479,"['2', 'R']",Heat Blast,150,,68af83efc4f780b5153e7248
2480,['R'],flare,20,,68af83efc4f780b5153e724b
2481,['R'],Firebreathing,10+,"Flip a coin. If heads, this attack does 10 more damage.",68af83efc4f780b5153e724e
2482,"['2', 'R']",Damage Counterpunch,60+,"If this Pokémon has any damage counters on it, this attack does 60 more damage.",68af83efc4f780b5153e7251
2483,"['3', 'R']",Heat Blast,140,,68af83efc4f780b5153e7251
2484,['2'],Headbutt,20,,68af83efc4f780b5153e7254
2485,"['2', 'R']",Surprise Attack,70,"Flip a coin. If tails, this attack does nothing.",68af83efc4f780b5153e7254
2486,['R'],Strafe,30,You may switch this Pokemon with 1 of your Benched Pokemon.,68af83efc4f780b5153e7257
2487,"['R', 'R', '1']",Victory Flame,220,This Pokemon can’t attack during your next turn.,68af83efc4f780b5153e7257
2488,"['1', 'R']",Eruption,50+,Each player discards the top card of their deck. This attack does 100 more damage for each Energy card discarded in this way.,68af83efc4f780b5153e725a
2489,"['1', 'R', 'R']",Steaming Stomp,120,,68af83efc4f780b5153e725a
2490,['3'],Blaze Ball,60+,This attack does 20 more damage for each [R] Energy attached to this Pokémon.,68af83efc4f780b5153e7260
2491,['R'],Will-o-Wisp,20,,68af83efc4f780b5153e7263
2492,['R'],Combustion:,10,,68af83efc4f780b5153e7266
2493,['R'],[R] Confuse Ray:,20,Your opponent’s Active Pokémon is now Confused.,68af83efc4f780b5153e7266
2494,['R'],[R] Heat Tackle:,70,This Pokemon does 20 damage to itself.,68af83efc4f780b5153e7269
2495,['R'],Heat Tackle:,30,This Pokemon does 10 damage to itself.,68af83efc4f780b5153e726c
2496,['G'],[2] Spicy Headbutt,110,This attack’s damage isn’t affected by Resistance.,68af83efc4f780b5153e726f
2497,['3'],Double Headbutt,50x,Flip 2 coins. This attack does 50 damage times the number of heads.,68af83f0c4f780b5153e7272
2498,['1'],Reckless Charge,30,This Pokemon also does 10 damage to itself.,68af83f0c4f780b5153e7275
2499,['G'],[G] Colony Rush,80+,This attack does 40 more damage for each of your Benched Pokemon with [G] Energy attached.,68af83f0c4f780b5153e7278
